title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms
Product Manager - Data,THE ICONIC,"We are seeking an experienced Product Manager - Data to lead the inception, design, delivery, and testing of impactful solutions!",https://www.seek.com.au/job/77278783?type=promoted&ref=search-standalone&origin=cardTitle#sol=9a8451fe89de41ccfc2a0e01395260d2ff6da479,,talent.attraction@theiconic.com.au,,Sydney NSW,Subiaco,$90-120k plus super,2024-07-15,15/07/2024
Presales Engineer,TheDriveGroup,Work with a leading MSP where you will play a crucial role in developing and delivering of technical solutions plus pre-sales responsibilities.,https://www.seek.com.au/job/77283209?type=standard&ref=search-standalone&origin=cardTitle#sol=12814547dc51c5e9fa4a082c0279cdbd0aef90a5,,natalie@thedrivegroup.com.au,,Sydney NSW,Subiaco,"$130,000 – $170,000 per year",2024-07-15,15/07/2024
ICT Procurement Officer,Clicks IT Recruitment (QLD),Our client is a Queensland Department that provides expertise and support that increases primary industries productivity.,https://www.seek.com.au/job/77285104?type=standard&ref=search-standalone&origin=cardTitle#sol=dcbc4b634b64896bb8e8159a97bc50c225358d91,,adjustments@clicks.com.au,,Sydney NSW,Subiaco,Up to $120k base + super,2024-07-15,
Senior System Analyst and Administrator,APA Group,Join our technology team on a permanent basis.,https://www.seek.com.au/job/77281845?type=standout&ref=search-standalone&origin=cardTitle#sol=ed220fff9934298a18d724c44c49c0393c5d9c0f,,recruitment@apa.com.au,,Sydney NSW,Subiaco,,2024-07-15,
Splunk Engineer,"Hays | Technology",Client is looking for an experienced Splunk monitoring engineer to join their team for a long-term contract.,https://www.seek.com.au/job/77288730?type=standout&ref=search-standalone&origin=cardTitle#sol=98f4c8fef38b2c72e94fd82d89f93c36ec83c1c2,,teja.kuchimanchi@hays.com.au,,Sydney NSW,Subiaco,,2024-07-15,15/07/2024
OT Network Engineer - Power - West,APA Group,Join our technology team on a permanent basis.,https://www.seek.com.au/job/77282378?type=standout&ref=search-standalone&origin=cardTitle#sol=022d2e806b1d11be0d941f97591dad2a406725ca,,recruitment@apa.com.au,,Sydney NSW,Subiaco,,2024-07-15,
Business Analyst - Copy,Liberty Industrial,"Looking for Business Analyst to work on high profile NetSuite business integration project based in Glebe, Sydney and with flexible work options.",https://www.seek.com.au/job/77288289?type=standout&ref=search-standalone&origin=cardTitle#sol=b3f3b59ec6c875edad8837708982e78ad27beddc,,careers@libertyindustrial.com,,Sydney NSW,Subiaco,,2024-07-15,15/07/2024
Principal Integration Architect,ASR Recruitment,"Working with a leading global technology consultancy who are present in over 60 countries and supports over 6,000 customers worldwide.",https://www.seek.com.au/job/77276754?type=standard&ref=search-standalone&origin=cardTitle#sol=121d0fdcb15d08cf030dfdc49b8229db23df1d88,,ks@asr.com.au,,Sydney NSW,Subiaco,,2024-07-15,15/07/2024
ESRI Architect,Paxus,.,https://www.seek.com.au/job/77278400?type=standout&ref=search-standalone&origin=cardTitle#sol=6e60d2b8c0efc04377b5a727129a9d7714865baf,,ykumarjain@paxus.com.au,,Sydney NSW,Subiaco,,2024-07-15,15/07/2024
ESRI Architect,Paxus,.,https://www.seek.com.au/job/77278400?type=standout&ref=search-standalone&origin=cardTitle#sol=91e9dc9387218bbfff0901e39f6e5af976f76e9b,,ykumarjain@paxus.com.au,,Surry Hills,Sydney NSW,AUD 130 - 150 per hour,2024-07-15,15/07/2024
Principal Integration Architect,ASR Recruitment,"Working with a leading global technology consultancy who are present in over 60 countries and supports over 6,000 customers worldwide.",https://www.seek.com.au/job/77276754?type=standard&ref=search-standalone&origin=cardTitle#sol=74fe8a90c6c3d0cba8da80b41ad718788c972cc4,,ks@asr.com.au,,Surry Hills,Sydney NSW,$150000.00 - $160000.00 p.a.,2024-07-15,15/07/2024
Senior Network Engineer,Slade Group,We are currently seeking a highly skilled Senior Network Engineer with extensive experience in network design and implementation.,https://www.seek.com.au/job/77288097?type=standout&ref=search-standalone&origin=cardTitle#sol=196adc78690ebdb570215a9ce7d9110432118bb7,,smakdesi@synchropartners.com.au,,Surry Hills,Sydney NSW,QLD State Govt $127k to $136k plus super,2024-07-15,15/07/2024
1 x IT Business Analyst + 1 x SAP Business Analyst,HireCloud,Clean Energy provider offering flexibility to work from home or office requires 2 x BA's to join its friendly and inclusive team,https://www.seek.com.au/job/77286073?type=standout&ref=search-standalone&origin=cardTitle#sol=7acc72d00f002b883b4e372277ef1e7dfbde5acf,,hollie@hirecloud.com.au,,Surry Hills,Sydney NSW,,2024-07-15,15/07/2024
Functional Analyst,Fujitsu Australia Limited,Support one of our public housing clients in the development of an online portal to better serve their customers.,https://www.seek.com.au/job/77274772?type=standout&ref=search-standalone&origin=cardTitle#sol=1d89c2f4d9f7362e07f13a48369daffcadc59bb6,,Oceania.Purpose@fujitsu.com,,Milton,Brisbane QLD,$45 – $60 per hour,2024-07-15,15/07/2024
Full Stack Engineer (Java/Python),PERSOLKELLY,Seeking a Full Stack Engineer with a strong Java or Python development background and experience in business analysis or project management,https://www.seek.com.au/job/77283106?type=standout&ref=search-standalone&origin=cardTitle#sol=d3c1411410e51a831a1ae71a1fbe97ac4c5d80da,,maitrayee.saha@persolkelly.com.au,,Milton,Brisbane QLD,"$114,625 to $122,400 p.a.",2024-07-15,15/07/2024
Microsoft Purview Consultant,Wipro Revolution IT,Wipro Shelde is seeking an experience Microsoft security consultant / Architect with Microsoft Azure Security technologies experience.,https://www.seek.com.au/job/77283881?type=standout&ref=search-standalone&origin=cardTitle#sol=f5a06c60db7e8dc39759a791f7216a6c00e4c1b5,,Supritha.devadiga@wipro.com,,Milton,Brisbane QLD,$120k - $130k p.a. + superannuation,2024-07-15,15/07/2024
"Software Architect | Brisbane Based",Just Digital People,We are currently seeking a talented Software Architect with strong experience in SaaS across AWS Architecture. Brisbane based with flexible WFH!,https://www.seek.com.au/job/77272405?type=standard&ref=search-standalone&origin=cardTitle#sol=b389f2a06b38390c4de532c67eeff7cf85e005e0,,aaron@justdigitalpeople.com.au,,Milton,Brisbane QLD,"$120,000 - $150,000 p.a. Plus Superannuation",2024-07-15,15/07/2024
Digital Product Owner,MDA National,Be responsible for ensuring MDA is building the right product in the right way to drive commercial value for the business and attract new members.,https://www.seek.com.au/job/77278904?type=standout&ref=search-standalone&origin=cardTitle#sol=85b6015de2a389fa018bc5b54bad5919f494028b,,humanresources@mdanational.com.au,,Milton,Brisbane QLD,,2024-07-15,
Senior Project Manager - Cybersecurity,Halcyon Knights Pty Ltd,Senior Project Managers - Cybersecurity to enhance the security posture.,https://www.seek.com.au/job/77274904?type=standout&ref=search-standalone&origin=cardTitle#sol=cbcedeb93c4e119132c26e47396d7284d0c9d850,,kevinac@halcyonknights.com.au,,Milton,Brisbane QLD,,2024-07-15,15/07/2024
SPES - Technical Analyst (SAP Security/GRC),Calleo,Our federal government client is seeking an experienced Technical Analyst - SAP/GRC - EL1,https://www.seek.com.au/job/77285040?type=standout&ref=search-standalone&origin=cardTitle#sol=89ebaf81b8206dd7b4b378e73e91db99954f91a7,,luci.cortez@calleo.com.au,,Milton,Brisbane QLD,,2024-07-15,15/07/2024
Senior Cloud Platform Engineer,Preacta Recruitment,Great opportunity for a Senior Cloud Platform Engineer to join a leading E-commerce business in a permanent position based in Sydney.,https://www.seek.com.au/job/77273841?type=standout&ref=search-standalone&origin=cardTitle#sol=397cd81012869072e29b46e18d6e2a649433415c,,,0401488853,Sydney NSW,Brisbane QLD,"ASAP start | CBD/WFH hybrid",2024-07-15,
Senior Network Engineer,Slade Group,We are currently seeking a highly skilled Senior Network Engineer with extensive experience in network design and implementation.,https://www.seek.com.au/job/77288097?type=standout&ref=search-standalone&origin=cardTitle#sol=a2701b64733ba01bc8c1c7c3928b436ab87eb25c,,smakdesi@synchropartners.com.au,,Sydney NSW,Brisbane QLD,$115 - $130 p.h. + $NEG-All fees disclosed,2024-07-15,15/07/2024
Project Manager,GRANITE CONSULTING,We are seeking an experienced Senior Project Manager to join our client's team on a daily rate contract.,https://www.seek.com.au/job/77282205?type=standout&ref=search-standalone&origin=cardTitle#sol=5c8a7c8a41319ef459e2a63de98983f0bc6decad,,rkhandelwal@granitegroup.com.au,,Sydney NSW,Brisbane QLD,,2024-07-15,15/07/2024
SPES - Technical Analyst (SAP Security/GRC),Calleo,Our federal government client is seeking an experienced Technical Analyst - SAP/GRC - EL1,https://www.seek.com.au/job/77285040?type=standout&ref=search-standalone&origin=cardTitle#sol=97735a60631c8d010d9e1559c4f985c9c90f963d,,luci.cortez@calleo.com.au,,Sydney NSW,Brisbane QLD,,2024-07-15,15/07/2024
Technical Business Analyst- API Project,iterate,"No, this is not a stitch up. You really can work on a cracking team, with bloody good products, while being paid what you're worth.",https://www.seek.com.au/job/77280414?type=standout&ref=search-standalone&origin=cardTitle#sol=0cb7bc4c2c040194008e407da43bcdb691931dde,,Kyla@iteraterecruitment.com,,Sydney NSW,Brisbane QLD,,2024-07-15,15/07/2024
Technical Business Analyst- API Project,iterate,"No, this is not a stitch up. You really can work on a cracking team, with bloody good products, while being paid what you're worth.",https://www.seek.com.au/job/77282090?type=standout&ref=search-standalone&origin=cardTitle#sol=2c3cea6a2412673e2fd4500af11f15d7ad269bf1,,Kyla@iteraterecruitment.com,,Sydney NSW,Brisbane QLD,,2024-07-15,15/07/2024
Full Stack Developer (Java/Vue),UNIFI Australia Pty Ltd,We're in search of an exceptional Full Stack Developer who thrives in fast-paced environment & is dedicated to transforming the real estate industry.,https://www.seek.com.au/job/77278470?type=standard&ref=search-standalone&origin=cardTitle#sol=bbe1a234964a1c17540c47933a2e4cc3b2eec711,,team@unifiproperty.com,,Sydney NSW,Brisbane QLD,,2024-07-15,15/07/2024
Business Analyst,"Talent – Specialists in tech, transformation & beyond",Seeking a Business Analyst with experience with Windows 10 or Windows 11 projects.,https://www.seek.com.au/job/77276653?type=standout&ref=search-standalone&origin=cardTitle#sol=3decbbadfeed297a501d2cbdd22672682c8e5a1f,,brid.coughlan@talentinternational.com,,Sydney NSW,Brisbane QLD,,2024-07-15,15/07/2024
Application Developer/Architect,Fujitsu Australia Limited,Support one of our largest Health clients in supplying overall solution architecture guidance to their project.,https://www.seek.com.au/job/77274670?type=standout&ref=search-standalone&origin=cardTitle#sol=521a7bd5fc8ceecffdb81edce5ec39094fb17c08,,Oceania.Purpose@fujitsu.com,,Melbourne VIC,Prahran,"Flexible, Hybrid and WFH options",2024-07-15,15/07/2024
Full Stack Developer,Davidson,"Full Stack Developer | CBD Location | WFH options | up to $130k + Super | .Net / C# / React tech stack | Healthy pipeline of exciting projects",https://www.seek.com.au/job/77282114?type=standout&ref=search-standalone&origin=cardTitle#sol=660169a1d7ac1f83297e6c5869fbfc233a1472b0,,,0438180964,Melbourne VIC,Prahran,"Initial 6 Months Contract | Hybrid | No Agency Fee",2024-07-15,
Business Analyst,Data#3 People Solutions,Seeking a Business Analyst / Test Analyst for a 6-month contract in Brisbane. Dual role in business analysis and system testing. Apply now!,https://www.seek.com.au/job/77287722?type=standard&ref=search-standalone&origin=cardTitle#sol=472c2ed393011f15bf95c222b7470052b656da1b,,usama_siddiqui@data3.com.au,,Melbourne VIC,Prahran,"Competitive Salaries, Financial & Tech Perks!",2024-07-15,15/07/2024
Senior Network Automation Engineer,Ethos BeathChapman,React and Resolve Networking challenges to keep to ball moving. Hybrid 2 days in Sydney Office.,https://www.seek.com.au/job/77287727?type=standard&ref=search-standalone&origin=cardTitle#sol=7d16831f036bebca5251c1153ac3699a7cf06492,,davem@ethosbc.com.au,,Melbourne VIC,Prahran,AUD 140000 - 160000 per annum,2024-07-15,15/07/2024
Microsoft Senior Developer,Australian Catholic University Limited,"Lead the development of ACU's CRM Dynamics 365, Power Platform, Power Apps, Power Automate and Power BI Solutions.",https://www.seek.com.au/job/77281693?type=standout&ref=search-standalone&origin=cardTitle#sol=db90b0e7caeb966c746c179ffbdf81fad3dbb231,,Sharleen.Flanagan@acu.edu.au,,Melbourne VIC,Prahran,,2024-07-15,15/07/2024
Microsoft Senior Developer,Australian Catholic University Limited,"Lead the development of ACU's CRM Dynamics 365, Power Platform, Power Apps, Power Automate and Power BI Solutions.",https://www.seek.com.au/job/77281786?type=standout&ref=search-standalone&origin=cardTitle#sol=2d85e6a62bf5701cc450431464dfdae04ecd10ef,,Sharleen.Flanagan@acu.edu.au,,Melbourne VIC,Prahran,,2024-07-15,15/07/2024
Senior Software Engineer,Change Recruitment,"Paying up to $160K + Super + Bonuses. Flexible Hybrid Working - Melb CBD. Working for a digital asset trading firm! Tech: Vue, React, Python",https://www.seek.com.au/job/77273567?type=standard&ref=search-standalone&origin=cardTitle#sol=e3436f6ec14535c2ef70f35e208393234f50ff07,,ariella.devai@changerecruitment.com.au,,Melbourne VIC,Prahran,,2024-07-15,15/07/2024
Senior Software Engineer,Change Recruitment,"Paying up to $160K + Super + Bonuses. Flexible Hybrid Working - Melb CBD. Working for a digital asset trading firm! Tech: Vue, React, Python",https://www.seek.com.au/job/77273567?type=standard&ref=search-standalone&origin=cardTitle#sol=d425f310cfec0a076dcbffd08b0bc6a61059ad28,,ariella.devai@changerecruitment.com.au,,Sydney NSW,Melbourne VIC,$160k total package,2024-07-15,15/07/2024
"Senior Fullstack Developer (.Net, React, Azure)",Hudson,"Permanent role, near to Perth CBD Attractive total package of Base + Super + Bonus Flexible work arrangements, Greenfield projects with long roadmap",https://www.seek.com.au/job/77284078?type=standard&ref=search-standalone&origin=cardTitle#sol=8a23ed622788d4793ad51baadd8a0e416296ee3b,,isabelle.ho2@hudson.com,,Sydney NSW,Melbourne VIC,$120-145k package (incl super),2024-07-15,15/07/2024
Senior Test Analyst,"Talent – Specialists in tech, transformation & beyond",Senior Test Analyst opportunity with a large financial institution - Joining a new long-term Credit Card Platform replacement program.,https://www.seek.com.au/job/77276807?type=standout&ref=search-standalone&origin=cardTitle#sol=542f44d448c005e46bb82b8e8c7baa7b9246b474,,Jackson.bruce@talentinternational.com,,Sydney NSW,Melbourne VIC,no,2024-07-15,15/07/2024
"Solution Architect | SAP S/4HANA","Talent – Specialists in tech, transformation & beyond","Talent International is seeking an experienced solution architect to join there client, a large state government department",https://www.seek.com.au/job/77283786?type=standout&ref=search-standalone&origin=cardTitle#sol=b2583c43ff171659390a0b0b62d4d1d0b0b2f270,,ziomi.warchalowski@talentinternational.com,,Sydney NSW,Melbourne VIC,$100k - $160k p.a. + Super,2024-07-15,15/07/2024
Dynamics 365 Business Central Consultant,Nigel Frank International,"Seeking D365 BC candidates for a Microsoft Partner, that is currently looking to expand their D365 team in Melbourne!",https://www.seek.com.au/job/77272214?type=standout&ref=search-standalone&origin=cardTitle#sol=41eec2d366c4f496cc7c79bdc6ab0aa6a3526d9d,,a.oberzeiser@nigelfrank.com,,Sydney NSW,Melbourne VIC,,2024-07-15,15/07/2024
Test Automation Engineers in Selenium /Java,Green Power Consulting,Test Automation Engineers (multiple Contract Roles),https://www.seek.com.au/job/77278323?type=standard&ref=search-standalone&origin=cardTitle#sol=96a44949a066e996a231770a117ffed41f4897a6,,Recruit@greenpowerconsulting.com.au,,Sydney NSW,Melbourne VIC,,2024-07-15,15/07/2024
Digital Health Project Manager,Northern Sydney Local Health District,"The Project Manager will be required to plan, manage and deliver multiple Digital Health projects concurrently and be actively involved in initiati...",https://www.seek.com.au/job/77278338?type=standard&ref=search-standalone&origin=cardTitle#sol=82496ee9c4cb13c6467800bc6683f87684397af8,,Samrit.Pamnani@health.nsw.gov.au,,Sydney NSW,Melbourne VIC,,2024-07-15,15/07/2024
Security Assurance Lead,Medibank Private Limited,The Security Assurance Lead is a key member of the IT Governance team. The role is responsible for leading information security assurance activitie...,https://www.seek.com.au/job/77284638?type=standard&ref=search-standalone&origin=cardTitle#sol=bbc8d16fab7f907b177cb64cabc84514405c9352,,careers@medibank.com.au,,Sydney NSW,Melbourne VIC,,2024-07-15,15/07/2024
