title,company,description,link,listedOn,email,phone,city,region,salary,runDate,comms
Software Architect,Airswift,Play a key role when you join this global industry leader as a Solution Architect.,https://www.seek.com.au/job/77236400?type=standard&ref=search-standalone&origin=cardTitle#sol=8c5cb06a72111eb8d4eb42e8b4b77d43645d0b05,,bianca@justdigitalpeople.com.au,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
Global Software Licensing Adviser,Alinta Energy,Are you very familiar with Software Licensing services? Are you ready to take on a large portfolio and work in a very competent team? Call us now!!!,https://www.seek.com.au/job/77252238?type=standout&ref=search-standalone&origin=cardTitle#sol=59d46dd373aeda4b661ddab24debaa76bfc1f700,,alan.chua@airswift.com,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
Cloud Engineering Team Lead,,Join our technology team on permanent basis.,https://www.seek.com.au/job/77230899?type=standout&ref=search-standalone&origin=cardTitle#sol=58a97cd8cbbcce30a54af08ba7fa544c575692ac,,recruitment@apa.com.au,,Hawthorn East,Melbourne VIC,,2024-07-14,14/07/2024
Senior Information Security Analyst,Computershare Ltd,We have a unique and exciting opportunity for a Senior Information Security Analyst to join our Global Information Security Team at Computershare,https://www.seek.com.au/job/77233945?type=standout&ref=search-standalone&origin=cardTitle#sol=05e5956f3b8e880a01e6c6baa0b59fa2b34a78f3,,TalentAcquisition@computershare.com,,Melbourne VIC,Melbourne VIC,$107675.75 - $113862.32 p.a. + plus 12% super,2024-07-14,14/07/2024
Insights Analyst,Entain Group PTY LTD,"As the Insights Analyst, you will deliver insights to stakeholders to help embed and inform data-driven decision-making across our business.",https://www.seek.com.au/job/77237673?type=standout&ref=search-standalone&origin=cardTitle#sol=c29a0f6cb8b01e26cbc25a2159fa9672ed937c21,,careers@entaingroup.com.au,,Melbourne VIC,Melbourne VIC,World Class Benefits,2024-07-14,14/07/2024
Software Architect,Paxus,We are seeking an experienced and dynamic Software Architect to join an award-winning global travel organisation.,https://www.seek.com.au/job/77234444?type=standout&ref=search-standalone&origin=cardTitle#sol=043f3f500c46baaa903369c9306683dfedc5fb21,,areyes@paxus.com.au,,Melbourne VIC,Melbourne VIC,,2024-07-14,14/07/2024
Network Engineer (Telco),Verify Consulting,Network Engineer required for a Brisbane based market leading company with a focus on connecting regional and remote area of Australia.,https://www.seek.com.au/job/77233131?type=standard&ref=search-standalone&origin=cardTitle#sol=b5d54a22f3a850330c4e30217ac44344cb9524dc,,Ben.Griffiths@verifyconsulting.com.au,,Melbourne VIC,Melbourne VIC,,2024-07-14,14/07/2024
ICT Environment and Release Manager,Peoplebank Australia ACT,Looking for an ICT Environment and Release Manager for our Canberra-based public utility client.,https://www.seek.com.au/job/77231283?type=standout&ref=search-standalone&origin=cardTitle#sol=e14f4e7215c6a35f2ad281b8c47098ae21ba0f8f,,,0262689778,Melbourne VIC,Melbourne VIC,,2024-07-14,
Application Technical Specialist,CircuIT Recruitment Group,"Working with a reputable team on a Greenfield project, committed to lead the transition to a low carbon future by investing in cutting edge technology",https://www.seek.com.au/job/77231373?type=standard&ref=search-standalone&origin=cardTitle#sol=c74adbfeeb67cf88e518cd3def65db1a8c1057aa,,eva.l@circuitrec.com.au,,Melbourne VIC,Melbourne VIC,,2024-07-14,14/07/2024
Senior Information Security Analyst,Computershare Ltd,We have a unique and exciting opportunity for a Senior Information Security Analyst to join our Global Information Security Team at Computershare,https://www.seek.com.au/job/77233945?type=promoted&ref=search-standalone&origin=cardTitle#sol=5add87657357799b9c88f649b7406c844236f2c1,,TalentAcquisition@computershare.com,,Sydney NSW,Abbotsford,$135k - $150k p.a. + super,2024-07-14,14/07/2024
Business Analyst,Davidson,Long term opportunity for a Business Analyst to work across a multi-year technology uplift program!,https://www.seek.com.au/job/77243596?type=standout&ref=search-standalone&origin=cardTitle#sol=532ffb74fb5ff80835f6fd9b6beea404220aa226,,,072024-3756,Sydney NSW,Abbotsford,,2024-07-14,
Full-Stack Web Developer (PHP/Laravel/VueJS),Bright Labs,"If you're a full-stack developer with strong attention to detail and the ability to think outside the box, we would like to talk to you.",https://www.seek.com.au/job/77246382?type=standout&ref=search-standalone&origin=cardTitle#sol=e971c81b2549b64c4e5b8541779a549a70e8663e,,jobs@brightlabs.com.au,,Sydney NSW,Abbotsford,,2024-07-14,14/07/2024
Data Governance Consultant,Exclaim IT,Opportunity for a Data Governance Specialist in Sydney or Melbourne,https://www.seek.com.au/job/77242884?type=standout&ref=search-standalone&origin=cardTitle#sol=c8049921c552063801d2c9502d355b27321ed901,,pat@exclaim-it.com.au,,Sydney NSW,Abbotsford,,2024-07-14,14/07/2024
ICT Project Manager,M&T Resources,Project Manager - Governance.,https://www.seek.com.au/job/77239947?type=standout&ref=search-standalone&origin=cardTitle#sol=d9aa5d99aea8fd934ef37488c16da8ee3b4879ad,,gabriela.leal@mtr.com.au,,Sydney NSW,Abbotsford,,2024-07-14,14/07/2024
Senior Information Security Analyst,Computershare Ltd,We have a unique and exciting opportunity for a Senior Information Security Analyst to join our Global Information Security Team at Computershare,https://www.seek.com.au/job/77233945?type=promoted&ref=search-standalone&origin=cardTitle#sol=2c5628d1621d699d3ff537432d31e43b8d5d1eba,,TalentAcquisition@computershare.com,,Abbotsford,Melbourne VIC,$120k - $140k + Super + Bonus,2024-07-14,14/07/2024
Full-Stack Web Developer (PHP/Laravel/VueJS),Bright Labs,"If you're a full-stack developer with strong attention to detail and the ability to think outside the box, we would like to talk to you.",https://www.seek.com.au/job/77246382?type=promoted&ref=search-standalone&origin=cardTitle#sol=ecd7a869736d457249ea09c4608dd22333159ef4,,jobs@brightlabs.com.au,,Abbotsford,Melbourne VIC,$800 - $1100 p.d.,2024-07-14,14/07/2024
Senior Analyst - Finance Systems & Data,Lawson Elliott Recruitment,High profile Senior Systems Analyst role working with the senior management team of a fast growing listed property organisation,https://www.seek.com.au/job/77250373?type=standard&ref=search-standalone&origin=cardTitle#sol=d563ec00d0c589d0dc256b488bb0fb2914043ee6,,chris.dubuis@lawsonelliott.com.au,,Abbotsford,Melbourne VIC,"$100,000 – $150,000 per year",2024-07-14,14/07/2024
Cyber Governance & Compliance Specialist,MDA National,"The Cyber Governance & Compliance Specialist will be responsible for IT security compliance, control definition, testing, documentation & reporting.",https://www.seek.com.au/job/77233281?type=standout&ref=search-standalone&origin=cardTitle#sol=dee53139fdc8987e6c4f4ae8418f369568e46000,,humanresources@mdanational.com.au,,Abbotsford,Melbourne VIC,"$140,000 – $200,000 per year",2024-07-14,14/07/2024
Senior Embedded Systems Engineer,Airswift,Are you a software engineer who has embedded systems experience? Do you want to join a new project in renewables? Let us know!,https://www.seek.com.au/job/77253127?type=standout&ref=search-standalone&origin=cardTitle#sol=67790bc0ed54a47be3314d389a2f408bd2b0a4ac,,alan.chua@airswift.com,,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Senior Full Stack Developer- Java/Angular,NCSI Australia Pty Limited,Full Stack Dev,https://www.seek.com.au/job/77249153?type=standout&ref=search-standalone&origin=cardTitle#sol=5a4aa6eb4797f81ca993e7dcada7d104b49b2aee,,recruitment@au.ncs-i.com,,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Applications Project Manager,empire group,Currently partnering with a large QLD State Government department to recruit a Applications Project Manager for a contract through to the 31st Dec 24,https://www.seek.com.au/job/77238063?type=standard&ref=search-standalone&origin=cardTitle#sol=97eedf14b0f8843a222689e2b40a1f4092186249,,shane.driver@empiregroup.com.au,,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Project Manager,Serco Asia Pacific,Oversee the successful delivery and implementation of IT transformation projects.,https://www.seek.com.au/job/77248497?type=standout&ref=search-standalone&origin=cardTitle#sol=cec1699351bd674f7f202a2e37b1fa45a58ec1f9,,Vanessa.Ng@serco-ap.com,,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Program Evaluator,Hudson - Projects & Transformation,"Our client is seeking a Program Evaluator to provide evaluation contract management, expert advice, and communication of deliverables to stakeholders.",https://www.seek.com.au/job/77237293?type=standard&ref=search-standalone&origin=cardTitle#sol=ed01c962b2c76ad6887d0026fe33b503d46268df,,Jemma.Walker@hudson.com,,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Program Manager,Redwolf + Rosch,contract role in ACT government available. Great contract.,https://www.seek.com.au/job/77233545?type=standout&ref=search-standalone&origin=cardTitle#sol=5e0019fb689216b2b75c4076f6704793880a2b8f,,luke@redwolfrosch.com.au,,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Project Lead - Data Retention,NewyTechPeople,Great contract opportunity to oversee a major client data retention project with a leading financial institution,https://www.seek.com.au/job/77238416?type=standout&ref=search-standalone&origin=cardTitle#sol=7a64164418ad50d922b437a8ff7119eb7e0a1182,,craig@newytechpeople.com.au,0409321995,Abbotsford,Melbourne VIC,,2024-07-14,14/07/2024
Senior Full Stack Developer- Java/Angular,NCSI Australia Pty Limited,Full Stack Dev,https://www.seek.com.au/job/77249153?type=promoted&ref=search-standalone&origin=cardTitle#sol=546d7e0f17cb447c9e591d3ee2beb57c3f637616,,recruitment@au.ncs-i.com,,Truganina,Melbourne VIC,$700 - $800 p.d.,2024-07-14,14/07/2024
Lead Data Engineer / Architect,Randstad Digital,"Greenfield environment | Long term project with extension | High impact",https://www.seek.com.au/job/77240380?type=standard&ref=search-standalone&origin=cardTitle#sol=e3ca1c85561b3e60ea3bb9f0bb738a3d92c419e3,,jack.thomas@randstaddigital.com.au,,Truganina,Melbourne VIC,"$80,000 – $100,000 per year",2024-07-14,14/07/2024
SOC Analyst,Davidson,A great opportunity for a SOC Analyst to join a team in Richmond on a hybrid basis.,https://www.seek.com.au/job/77247534?type=standout&ref=search-standalone&origin=cardTitle#sol=69535e5ec36e084d3e7c760e658838f193402eac,,,072024-3757,Truganina,Melbourne VIC,Competitive Salary Package,2024-07-14,
AWS Cloud Engineer,aXcelerate,"Join our dynamic platform team as an AWS Cloud Engineer, where you'll play a pivotal role in ensuring top-tier security and performance!",https://www.seek.com.au/job/77233411?type=standout&ref=search-standalone&origin=cardTitle#sol=96bd514c36d63aabe92e9c3e3b3cd1259d14b228,,careers@axcelerate.com,,Truganina,Melbourne VIC,"$105,000 - $115,000 plus Super SG",2024-07-14,14/07/2024
Software Engineer - backend,Firstmac Limited,"Join our family run financial services business, a leader in its field, in building innovative software integrations with an accounting system focus",https://www.seek.com.au/job/77240602?type=standout&ref=search-standalone&origin=cardTitle#sol=efae8b6b536a5b2cc1baa9a111866c455b7c85c2,,careers@firstmac.com.au,,Truganina,Melbourne VIC,Competitive Salary + Bonus,2024-07-14,14/07/2024
Program Evaluator,BLACKROC,A Government Department seeks a Program Coordinator with evaluation experience to join their team.,https://www.seek.com.au/job/77241428?type=standout&ref=search-standalone&origin=cardTitle#sol=35030eed192b689b48269c6e21aee8792b02d60d,,holly@blackroc.co,,Truganina,Melbourne VIC,$115042 - $129573 p.a.,2024-07-14,14/07/2024
ASPS5 Project Resource Coordinator,"Talent – Specialists in tech, transformation & beyond",Project resource coordination support role in a PMO / Technology project environment for a large federal government agency,https://www.seek.com.au/job/77233746?type=standout&ref=search-standalone&origin=cardTitle#sol=0566797cfe029f7e5e565860c07498e843102714,,jarrodd.edwards@talentinternational.com,,Truganina,Melbourne VIC,,2024-07-14,14/07/2024
Data Quality Analyst,Exclaim IT,Exciting contract and perm opportunities available in Melbourne or Brisbane with a growing organisation,https://www.seek.com.au/job/77242611?type=standout&ref=search-standalone&origin=cardTitle#sol=32ef14d47c19f0927fc53f0b11723d4c6b07248e,,pat@exclaim-it.com.au,,Truganina,Melbourne VIC,,2024-07-14,14/07/2024
ForgeRock IDAM Specialists,Paxus,Global company seeking ForgeRock IDAM Specialists. Architect and Developers needed.,https://www.seek.com.au/job/77261694?type=standard&ref=search-standalone&origin=cardTitle#sol=f498e5ae7ae68e361055fb30a5fda03d976058e0,,jmcvey@paxus.com.au,,Truganina,Melbourne VIC,,2024-07-14,14/07/2024
Process Architect - Contract - Adelaide,Technology People,We have multiple opportunities for experienced Network Engineers to join a leading Financial Services organisation in Sydney on a permanent basis.,https://www.seek.com.au/job/77246956?type=standard&ref=search-standalone&origin=cardTitle#sol=d71ef010c61f91e7b1d229d7e53310ed7e5c058f,,lara@technologypeople.com.au,,Truganina,Melbourne VIC,,2024-07-14,14/07/2024
Technical and Platform Lead,DFP Recruitment,Great opportunity for a forward-thinking technical platform and security lead who is looking for the next challenge? Immediate Start,https://www.seek.com.au/job/77243410?type=standout&ref=search-standalone&origin=cardTitle#sol=4d65e7c5bef6df425f59cc5c4d7349907082620b,,adjustments@dfp.com.au,0386329900,Truganina,Melbourne VIC,,2024-07-14,14/07/2024
Cyber Governance & Compliance Specialist,MDA National,"The Cyber Governance & Compliance Specialist will be responsible for IT security compliance, control definition, testing, documentation, & reporting.",https://www.seek.com.au/job/77241527?type=standout&ref=search-standalone&origin=cardTitle#sol=9ee9c0091d53a6400ee73e3e0b1dcd08d7381f0f,,humanresources@mdanational.com.au,,Canberra ACT,Sydney NSW,Competitive hourly rates on offer,2024-07-14,14/07/2024
Solution Architect,Morgan Consulting,Senior Solutions Architecht Ideal candidate:  GIS/ESRI (essential) Previous consulting exposure (essential) AWS/Azure Architecture,https://www.seek.com.au/job/77262760?type=standard&ref=search-standalone&origin=cardTitle#sol=6f825cba08c41a493bd6b27e9331a3eb3d97f992,,pobrien@morganconsulting.com.au,,Canberra ACT,Sydney NSW,,2024-07-14,14/07/2024
EPMO Analyst,Slade Group,Join a high performing & collaborative team to deliver exciting projects across the whole enterprise.,https://www.seek.com.au/job/77243300?type=standout&ref=search-standalone&origin=cardTitle#sol=4f5ec7c6418166331182b2aec8923bf749400c07,,brivera@synchropartners.com.au,,Canberra ACT,Sydney NSW,,2024-07-14,14/07/2024
Business Analyst,Exclaim IT,Our Federal Government client is seeking experienced Business Analysts to join their team who are experienced in leading business analysis activities.,https://www.seek.com.au/job/77245896?type=standout&ref=search-standalone&origin=cardTitle#sol=d8feba0e91a13855fef4ba2cb185ee962d762f04,,tayah@exclaim-it.com.au,,Canberra ACT,Sydney NSW,,2024-07-14,14/07/2024
Senior Project Manager,Ampersand,The Senior Project Manager will play a critical role in overseeing the end-to-end implementation of our client's ERP system.,https://www.seek.com.au/job/77238078?type=standard&ref=search-standalone&origin=cardTitle#sol=babdd89122ce623fbe04d792867416233a2ee6d0,,nbyng@ampersand.com.au,,Canberra ACT,Sydney NSW,,2024-07-14,14/07/2024
Senior Data Engineer,RACWA,Join our Data Team as a Senior Data Engineer using Synapse/Fabric/Azure as we build out our Data platform to support our business,https://www.seek.com.au/job/77249484?type=standout&ref=search-standalone&origin=cardTitle#sol=1ec4c4a6d158199f7b7b6516dfaa8661ea4b18fa,,Jason.crooks@rac.com.au,,Canberra ACT,Sydney NSW,,2024-07-14,14/07/2024
ICT Category Specialist,"Talent – Specialists in tech, transformation & beyond",Talent is searching for an ICT Category Specialist to join our client on 2 to 3 year program of work.,https://www.seek.com.au/job/77242750?type=standout&ref=search-standalone&origin=cardTitle#sol=4ca1dd5c4d4cc0c3669fd5b4c4f1767cb466c03d,,david.meiring@talentinternational.com,,Canberra ACT,Sydney NSW,,2024-07-14,14/07/2024
IT Project Manager with Software Development & UX Experience,Results Direct P/L,Experienced IT Project Manager with Software Development and UX Experience required for a well-respected data driven digital solutions company.,https://www.seek.com.au/job/77247114?type=standout&ref=search-standalone&origin=cardTitle#sol=7cfdfcc6ade6f18dc0a616468a60ce409550a763,,GregoryD@resultsdirect.com.au,,Perth WA,Fortitude Valley,Plus Benefits and Annual Bonus,2024-07-14,14/07/2024
Change Lead,"Talent – Specialists in tech, transformation & beyond",We are looking for an experienced Change Lead to join one of our clients in Adelaide. Apply here …,https://www.seek.com.au/job/77239815?type=standout&ref=search-standalone&origin=cardTitle#sol=b4fa29d35eb83f4f07b7754d424043d338c7c3f5,,sheril.sequeira@talentinternational.com,,Perth WA,Fortitude Valley,$900 - $975 p.d.,2024-07-14,14/07/2024
Service Designer,"Talent – Specialists in tech, transformation & beyond",The EL1 Service Designer is responsible for actively managing key internal and external stakeholder relationships,https://www.seek.com.au/job/77245934?type=standout&ref=search-standalone&origin=cardTitle#sol=a8f12b2d4ddbb163b2ac1f566cd6da6d5073770e,,priya.gabriel@talentinternational.com,,Perth WA,Fortitude Valley,"$155,000 + Super + Bonus",2024-07-14,14/07/2024
Project Lead - Data Retention,NewyTechPeople,Great contract opportunity to oversee a major client data retention project with a leading financial institution,https://www.seek.com.au/job/77239081?type=standout&ref=search-standalone&origin=cardTitle#sol=41bc96f6e7e15e0374e1f95c22b3a6477613c542,,craig@newytechpeople.com.au,0409321995,Perth WA,Fortitude Valley,Competitive salary and benefits,2024-07-14,14/07/2024
ICT Category Specialist,"Talent – Specialists in tech, transformation & beyond",Talent is searching for an ICT Category Specialist to join our client on 2 to 3 year program of work.,https://www.seek.com.au/job/77242750?type=standout&ref=search-standalone&origin=cardTitle#sol=f634377c344528eca01f0516fc44b09d8f5ccf96,,david.meiring@talentinternational.com,,Perth WA,Fortitude Valley,,2024-07-14,14/07/2024
Master Scheduler,"Hays | Technology","Long term Federal Government contracting opportunity, with above market hourly rate!",https://www.seek.com.au/job/77244842?type=standout&ref=search-standalone&origin=cardTitle#sol=63a2e37d6d555bc95af45c2f0c1ee5f6714246cd,,Zachary.Rosser@hays.com.au,,Perth WA,Fortitude Valley,,2024-07-14,14/07/2024
Business Analyst - ERP and Ecommerce - Melbourne - Immediate start,Tech & Data People,Permanent role - Business Analyst - ERP/Ecommerce - join a fast paced Technology Team in Melbourne. Opportunity for career development/enhancement.,https://www.seek.com.au/job/77240404?type=standard&ref=search-standalone&origin=cardTitle#sol=e24d6f4b9c8b84d352a2a468deae98e47bb451bc,,stephen@techanddatapeople.com.au,,Perth WA,Fortitude Valley,,2024-07-14,14/07/2024
Full Stack / .NET Developer,Randstad Digital,Seeking experienced Full Stack/.NET Developer to join our government client.,https://www.seek.com.au/job/77236456?type=standard&ref=search-standalone&origin=cardTitle#sol=a63dd12d8a0caa918f5d9c3801ce70b9bebfda8a,,,0433131894,Perth WA,Fortitude Valley,,2024-07-14,
Application Developer,Major Road Projects Victoria,"The Application Developer will play a critical role in the design, development, and maintenance of, applications and environments",https://www.seek.com.au/job/77247927?type=standout&ref=search-standalone&origin=cardTitle#sol=887d8ea06c50a796b72ec039268107bf3885c593,,,106534 1288,Perth WA,Fortitude Valley,,2024-07-14,
Process Improvement Lead (Guidewire experience essential),Guild Group,"Operational user, BA, PM or developer? You have 3 things in common, Guidewire, process improvement and general insurance. Let's Thrive Together.",https://www.seek.com.au/job/77269010?type=standout&ref=search-standalone&origin=cardTitle#sol=3be266d713a5b1d1141e950235dcb01cf5451785,,recruitment@guildgroup.com.au,,Melbourne VIC,Sydney NSW,Up to $688 p.d. + Super,2024-07-14,14/07/2024
Business Analyst -Assets and Works Management,"Hays | Technology",Business Analyst 12month contract with local gov in Ipswich,https://www.seek.com.au/job/77241529?type=standout&ref=search-standalone&origin=cardTitle#sol=87901d895467fb082ed38616506b8074805d43d4,,eve.stone@hays.com.au,,Melbourne VIC,Sydney NSW,+ 17% Super,2024-07-14,14/07/2024
Business Analyst,u&u. Recruitment Partners,Join a leading large scale enterprise energy organisation as a Business Analyst for a Windows 11 rollout. 12 month contract + potential extensions.,https://www.seek.com.au/job/77246694?type=standard&ref=search-standalone&origin=cardTitle#sol=c63c7cad52f07e3330d107dfe933553115e21afc,,jasmine.perkins@uandu.com,,Melbourne VIC,Sydney NSW,competitive market rates,2024-07-14,14/07/2024
Senior Software Developer,"Talent – Specialists in tech, transformation & beyond","Talent is searching for a Senior Software Developer to join our client, a large state government client.",https://www.seek.com.au/job/77235151?type=standout&ref=search-standalone&origin=cardTitle#sol=dc54f68613c01bc7359769b5411189377bd052ef,,david.meiring@talentinternational.com,,Melbourne VIC,Sydney NSW,,2024-07-14,14/07/2024
APS6 Strategic Change Project Support Officer,"Talent – Specialists in tech, transformation & beyond",Support a variety of strategic change management initiatives for a large federal government agency,https://www.seek.com.au/job/77235406?type=standout&ref=search-standalone&origin=cardTitle#sol=eaf879c5e9cb2a3b50e17d86e7237d6d3be7e78e,,jarrodd.edwards@talentinternational.com,,Melbourne VIC,Sydney NSW,,2024-07-14,14/07/2024
PMO Director,Kapital Consulting,"12 month rolling contract | Extensive experience in setting up GRC relating to Financial Services regulatory initiatives | Sydney",https://www.seek.com.au/job/77246400?type=standout&ref=search-standalone&origin=cardTitle#sol=89448b8981686a8f63b043c687931a10db2d25d7,,shannon.stobbs@kapital.com.au,,Melbourne VIC,Sydney NSW,,2024-07-14,14/07/2024
Full Stack Engineer - **Umbraco experience required,Limelight People,We're currently seeking either a mid or senior full stack engineer with Umbraco experience. Excellent growing company.,https://www.seek.com.au/job/77240666?type=standout&ref=search-standalone&origin=cardTitle#sol=2e4956ff2da1f767076b241b6720cbcd22049951,,sk@limelightpeople.com.au,,Perth WA,Brisbane QLD,$140k - $160k p.a. + Salary Packaging,2024-07-14,14/07/2024
Service Designers,"Talent – Specialists in tech, transformation & beyond",12 months ongoing / $650-670 per day / Federal Gov / Multiple Service Designers / Multiple Locations / Proof of Australian Citzenship Required,https://www.seek.com.au/job/77240874?type=standout&ref=search-standalone&origin=cardTitle#sol=96b386b24dee07a1f308f8011fd6f014e420cf0c,,Kylie.McManus@talentinternational.com,,Perth WA,Brisbane QLD,Work from home or the gorgeous office,2024-07-14,14/07/2024
Senior Change Manager,Clicks IT Recruitment (VIC),Looking for a Change Manager with a healthcare or not-for-profit background and system implementation experience within large ICT transformations.,https://www.seek.com.au/job/77244526?type=standard&ref=search-standalone&origin=cardTitle#sol=c8b320573fff0a3cbe3fb0e3eb200ee3fba488db,,adjustments@clicks.com.au,,Perth WA,Brisbane QLD,-,2024-07-14,14/07/2024
Senior Frontend Engineer,aXcelerate,"Join us as a Senior Front End Engineer and be a key player in our learning management team, focusing on developing a cutting-edge component library.",https://www.seek.com.au/job/77231299?type=standout&ref=search-standalone&origin=cardTitle#sol=31f983f83581443bef36c289569a1a201e78823e,,careers@axcelerate.com,,Perth WA,Brisbane QLD,plus superannuation,2024-07-14,14/07/2024
Lead ServiceNow Consultant,Randstad Digital,Lead ServiceNow Consultant - 12 Month Daily Rate Contract - Competitive Daily Rate - Must have led and owned SNOW implementations,https://www.seek.com.au/job/77231542?type=standard&ref=search-standalone&origin=cardTitle#sol=ea5819bea05a3095723e5951747f30bd9ee6d8d5,,leanne.mohan@randstaddigital.com.au,,Perth WA,Brisbane QLD,Daily Rate: $850 including super,2024-07-14,14/07/2024
Salesforce Engineer - Commerce Cloud,Co Talent IT Recruitment Pty Ltd,"Join a global, iconic Australian based company, working on the latest tech whilst changing people's lives. Be part of a greenfield project!",https://www.seek.com.au/job/77235271?type=standard&ref=search-standalone&origin=cardTitle#sol=460ba3d658a60c232c66b43f56c726d7cf8bb2eb,,Georgie@cotalent.com.au,,Perth WA,Brisbane QLD,,2024-07-14,14/07/2024
Business Analyst (Windows 11),Peoplebank Australia QLD,seeking for a Business Analyst with experience in delivering Operating System upgrade projects through the full end-to-end project lifecycle,https://www.seek.com.au/job/77241654?type=standout&ref=search-standalone&origin=cardTitle#sol=6b3130d21b74db1445a6153a2b7fb5cf27479536,,arriane.mendoza@peoplebank.com.au,,Perth WA,Brisbane QLD,,2024-07-14,14/07/2024
DevOps IaC Engineer,Paxus,This high-profile client is seeking for DevOps IaC Engineer to join their Team.,https://www.seek.com.au/job/77240727?type=standout&ref=search-standalone&origin=cardTitle#sol=f31832d7e53b895090860a2f080a7d99b1f6f1c3,,yjain@paxus.com.au,,Perth WA,Brisbane QLD,,2024-07-14,14/07/2024
Scrum Master,Clicks IT Recruitment (NSW),Exciting opportunity for an experienced Scrum Master to join a well known government client on a major program.,https://www.seek.com.au/job/77246367?type=standard&ref=search-standalone&origin=cardTitle#sol=312388f9efaa1b9efc4bb10e69157b6e512509b2,,adjustments@clicks.com.au,,Perth WA,Brisbane QLD,,2024-07-14,14/07/2024
"Full Stack Developer | .Net | MVVM (KNockoutjs) | SQL| C#",PRA,Help build out this Tech stack in to a more modern framework for this Global Organisation. Lots of new projects!,https://www.seek.com.au/job/77231917?type=standard&ref=search-standalone&origin=cardTitle#sol=9794e7aef39927a6a6b0b54997583cb7cbc087d0,,cian.storey@pra.com.au,,Perth WA,Brisbane QLD,,2024-07-14,14/07/2024
Senior Business Analyst,PM-Partners Group,Seeking experienced Senior Business Analyst's to assist with the development of an online portal providing public housing services to our community.,https://www.seek.com.au/job/77234567?type=standout&ref=search-standalone&origin=cardTitle#sol=3457a6bc40aaf8a9e4d36187e56e29a1777e4300,,stevebr@pm-partners.com.au,,Perth WA,Brisbane QLD,,2024-07-14,14/07/2024
Senior Developer,FUJIFILM Business Innovation Australia,"Exciting opportunity to join our team in Macquarie Park, Sydney NSW!",https://www.seek.com.au/job/77234462?type=standout&ref=search-standalone&origin=cardTitle#sol=0c2690864ff32694f59e8963c1be947dab6d5c30,,FBAUrecruitment@fujifilm.com,,Sydney NSW,Canberra ACT,$120-$140K + super + benefits,2024-07-14,14/07/2024
Full Stack Ruby on Rails Engineer,FourQuarters Recruitment,Innovative and leading Internet of Things provider are on the look-out for a Ruby on Rails Software Engineer to help upgrade their existing systems.,https://www.seek.com.au/job/77237331?type=standard&ref=search-standalone&origin=cardTitle#sol=9e448eb3d95939081cdade7ca97da5257cd6ea28,,mbeck@fourquarters.com.au,,Sydney NSW,Canberra ACT,up to $1000/day,2024-07-14,14/07/2024
Digital Power Platform Senior Developer,NSW Department of Customer Service,"Design and deploy solutions using the Microsoft Power Platform, mentor team members, and collaborate with stakeholders to drive business enhancements!",https://www.seek.com.au/job/77244227?type=standard&ref=search-standalone&origin=cardTitle#sol=d3ac1373f4f48095bc41b6bfa4339e2e2d1627d4,,Matthew.Sanderson@customerservice.nsw.gov.au,,Sydney NSW,Canberra ACT,,2024-07-14,14/07/2024
Qlik Developer,M&T Resources,"Lead and shape Australia's health, aged care, and sports systems with our client. Join our team as a Qlik Developer to drive evidence-based policies.",https://www.seek.com.au/job/77247668?type=standout&ref=search-standalone&origin=cardTitle#sol=549f21c15bde4b4b777199b1e512c0a522c0e2ca,,Tushar.Musale@mtr.com.au,,Sydney NSW,Canberra ACT,,2024-07-14,14/07/2024
Digital Test Lead,Peoplebank Australia NSW,Undertake major work programs to deliver innovative fit-for-need ICT-based solutions to improve.,https://www.seek.com.au/job/77231434?type=standout&ref=search-standalone&origin=cardTitle#sol=f549f4534e85b9b4950bb898b91585b69c76c675,,pravin.manandhar@peoplebank.com.au,,Sydney NSW,Canberra ACT,,2024-07-14,14/07/2024
Senior Test Analyst,University of New South Wales,Senior Test Analyst with extensive experience with PeopleSoft Campus Solutions.,https://www.seek.com.au/job/77242125?type=standard&ref=search-standalone&origin=cardTitle#sol=4713252c240eae44f417213f81ffb0eb72cc7017,,j.maclachlan@unsw.edu.au,,Sydney NSW,Canberra ACT,,2024-07-14,14/07/2024
React Native Developer,Just Digital People,Join a leading SaaS company in an impactful role where you'll work in an established team helping them take their mobile application to the next level,https://www.seek.com.au/job/77232088?type=standard&ref=search-standalone&origin=cardTitle#sol=3883cd163ee513570e7b2cf71af968e620e281e7,,nat@justdigitalpeople.com.au,,Brisbane QLD,Melbourne VIC,"$150,000 – $225,000 + large bonus incentive",2024-07-14,14/07/2024
